time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.5,0.32,-0.54,11.78,-4.33,12.45
11,-0.37,0.45,-0.36,10.07,3.6,9.77
19,-0.45,0.45,-0.41,14.71,-14.28,7.39
27,-0.59,0.38,-0.41,19.17,-21.79,5.43
35,-0.66,0.4,-0.38,24.96,-22.46,8.79
43,-0.7,0.4,-0.37,27.77,-20.32,12.15
51,-0.74,0.41,-0.36,32.78,-13.73,20.63
59,-0.75,0.42,-0.36,35.46,-10.25,25.33
67,-0.75,0.44,-0.35,39.37,-2.38,34.48
75,-0.72,0.43,-0.34,41.56,5.55,43.58
83,-0.7,0.41,-0.32,42.85,9.52,47.79
91,-0.66,0.41,-0.32,47.06,14.65,54.93
99,-0.66,0.4,-0.32,49.5,17.64,57.8
107,-0.63,0.39,-0.3,54.38,25.57,64.7
115,-0.61,0.38,-0.28,56.95,29.36,68.3
123,-0.55,0.37,-0.24,63.05,34.73,73.97
131,-0.46,0.36,-0.22,71.84,34.91,77.39
139,-0.41,0.34,-0.21,76.72,33.45,77.88
147,-0.32,0.31,-0.24,85.08,27.77,77.03
155,-0.28,0.29,-0.27,88.38,25.02,75.68
163,-0.22,0.27,-0.33,92.83,18.55,70.74
171,-0.14,0.24,-0.37,94.36,9.52,62.38
179,-0.11,0.22,-0.39,94.18,3.11,56.4
187,-0.09,0.21,-0.45,91.98,-10.44,41.87
195,-0.08,0.22,-0.46,90.03,-16.91,33.69
203,-0.11,0.2,-0.46,86.55,-28.75,18.98
211,-0.12,0.19,-0.46,86.36,-32.23,13.12
219,-0.13,0.17,-0.44,89.84,-34.85,4.03
227,-0.15,0.12,-0.44,98.45,-32.04,-2.5
235,-0.16,0.11,-0.46,104.25,-30.03,-5.49
243,-0.15,0.1,-0.54,113.95,-28.5,-10.62
251,-0.15,0.08,-0.58,116.46,-29.42,-13.24
259,-0.15,0.06,-0.65,116.7,-33.26,-19.78
267,-0.16,0.06,-0.69,115.78,-35.22,-22.89
275,-0.16,0.05,-0.74,111.94,-40.89,-28.93
283,-0.16,0.03,-0.76,107.54,-44.01,-33.81
291,-0.15,0.02,-0.76,106.08,-41.75,-35.89
299,-0.13,-0.01,-0.75,108.34,-31.8,-40.04
307,-0.11,-0.05,-0.74,110.78,-28.2,-43.7
315,-0.11,-0.09,-0.74,114.87,-29.48,-53.71
323,-0.15,-0.09,-0.8,116.88,-40.1,-65.73
331,-0.18,-0.09,-0.84,116.03,-48.03,-71.53
339,-0.25,-0.07,-0.9,109.68,-63.84,-81.6
347,-0.28,-0.06,-0.94,105.16,-70.86,-86.12
355,-0.33,-0.06,-0.97,96.07,-82.15,-93.99
363,-0.36,-0.07,-0.99,92.04,-85.21,-96.74
371,-0.41,-0.1,-1.02,87.83,-77.15,-101.2
379,-0.43,-0.13,-1.02,87.77,-59.51,-104.92
387,-0.43,-0.15,-1.02,88.5,-52.67,-107.24
395,-0.42,-0.17,-1.04,89.78,-44.37,-112.98
403,-0.41,-0.18,-1.07,89.48,-42.05,-116.64
411,-0.41,-0.22,-1.09,85.51,-38.88,-125.0
419,-0.42,-0.24,-1.09,79.65,-39.12,-133.0
427,-0.42,-0.25,-1.1,76.78,-42.11,-136.84
435,-0.49,-0.26,-1.15,70.92,-52.61,-145.32
443,-0.55,-0.26,-1.18,67.14,-56.46,-148.68
451,-0.65,-0.24,-1.2,57.31,-58.04,-150.82
459,-0.68,-0.24,-1.22,52.12,-58.35,-149.66
467,-0.76,-0.25,-1.27,41.38,-62.62,-145.51
475,-0.83,-0.24,-1.32,28.44,-64.03,-138.37
483,-0.85,-0.24,-1.35,21.55,-64.09,-134.28
491,-0.87,-0.24,-1.37,7.14,-61.1,-129.03
499,-0.87,-0.24,-1.36,-0.31,-59.14,-126.59
507,-0.84,-0.26,-1.3,-14.89,-55.85,-122.68
515,-0.79,-0.27,-1.23,-25.51,-52.31,-121.28
523,-0.76,-0.29,-1.19,-29.66,-53.1,-122.01
531,-0.73,-0.36,-1.15,-37.96,-60.3,-125.98
539,-0.72,-0.38,-1.16,-42.24,-64.64,-129.76
547,-0.74,-0.39,-1.18,-51.03,-70.86,-139.22
555,-0.77,-0.4,-1.2,-54.87,-71.84,-144.47
563,-0.88,-0.4,-1.24,-61.58,-65.0,-153.32
571,-0.99,-0.37,-1.23,-67.75,-40.41,-158.2
579,-1.04,-0.35,-1.22,-69.64,-26.12,-157.78
587,-1.13,-0.32,-1.17,-71.23,2.08,-151.79
595,-1.14,-0.31,-1.14,-71.29,13.79,-146.79
603,-1.12,-0.31,-1.1,-72.14,24.23,-136.84
611,-1.1,-0.33,-1.09,-74.28,23.32,-132.51
619,-1.05,-0.36,-1.11,-82.03,7.08,-127.26
627,-1.01,-0.38,-1.11,-94.85,-17.46,-125.79
635,-1.01,-0.39,-1.11,-102.29,-30.09,-125.67
643,-1.02,-0.38,-1.13,-116.39,-49.32,-125.55
651,-1.03,-0.4,-1.12,-122.8,-52.98,-125.43
659,-1.06,-0.4,-1.11,-132.51,-50.42,-124.51
667,-1.1,-0.4,-1.08,-139.1,-35.4,-120.79
675,-1.12,-0.4,-1.08,-141.3,-26.49,-118.29
683,-1.16,-0.39,-1.07,-146.73,-11.47,-112.49
691,-1.18,-0.38,-1.07,-150.57,-4.64,-108.95
699,-1.21,-0.36,-1.07,-160.71,4.03,-100.59
707,-1.23,-0.36,-1.07,-166.87,5.25,-96.19
715,-1.28,-0.36,-1.02,-182.01,1.34,-86.49
723,-1.34,-0.34,-0.93,-195.74,-5.37,-73.3
731,-1.36,-0.33,-0.87,-200.01,-8.91,-64.94
739,-1.38,-0.33,-0.76,-201.97,-15.38,-46.69
747,-1.38,-0.31,-0.72,-199.52,-15.56,-36.87
755,-1.36,-0.29,-0.66,-187.81,-9.77,-16.91
763,-1.32,-0.24,-0.68,-174.07,1.77,1.65
771,-1.28,-0.22,-0.68,-168.82,7.69,10.19
779,-1.2,-0.2,-0.68,-161.44,16.36,24.72
787,-1.17,-0.19,-0.69,-159.3,19.35,29.79
795,-1.11,-0.18,-0.69,-159.18,22.22,37.48
803,-1.08,-0.17,-0.69,-160.16,23.13,40.28
811,-1.07,-0.16,-0.68,-162.6,22.28,45.17
819,-1.09,-0.12,-0.66,-164.12,17.76,50.42
827,-1.11,-0.1,-0.65,-165.16,14.89,54.08
835,-1.14,-0.06,-0.62,-167.05,5.86,64.64
843,-1.15,-0.05,-0.62,-167.97,-0.18,71.59
851,-1.16,-0.03,-0.6,-168.82,-13.31,87.1
859,-1.16,-0.0,-0.61,-168.88,-28.02,102.6
867,-1.18,-0.0,-0.6,-169.19,-35.1,110.41
875,-1.17,0.02,-0.64,-170.47,-42.97,125.37
883,-1.17,0.03,-0.66,-172.49,-45.1,133.06
891,-1.17,0.05,-0.66,-177.73,-37.11,148.32
899,-1.14,0.06,-0.67,-180.11,-28.69,156.49
907,-1.08,0.09,-0.65,-182.62,-15.08,173.4
915,-1.04,0.09,-0.63,-183.23,3.78,188.78
923,-1.0,0.08,-0.62,-183.17,12.21,194.34
931,-0.89,0.09,-0.56,-184.39,17.7,200.68
939,-0.87,0.11,-0.53,-185.79,12.33,201.78
947,-0.86,0.13,-0.44,-187.93,-4.7,202.58
955,-0.86,0.13,-0.4,-187.19,-11.35,202.51
963,-0.8,0.18,-0.34,-182.8,-18.8,201.97
971,-0.69,0.24,-0.25,-171.94,-20.81,200.26
979,-0.66,0.26,-0.23,-162.6,-22.83,199.4
987,-0.63,0.31,-0.21,-138.79,-22.52,197.14
995,-0.62,0.34,-0.24,-126.59,-20.94,196.78
1003,-0.61,0.38,-0.3,-106.45,-12.94,198.85
1011,-0.57,0.41,-0.36,-95.21,0.24,202.45
1019,-0.53,0.43,-0.36,-92.22,3.91,203.43
1027,-0.43,0.43,-0.33,-88.93,4.76,201.48
1035,-0.39,0.43,-0.31,-88.32,4.03,198.3
1043,-0.32,0.45,-0.25,-86.06,-5.0,189.7
1051,-0.28,0.46,-0.22,-83.01,-11.66,184.51
1059,-0.23,0.48,-0.18,-74.04,-23.93,171.63
1067,-0.22,0.51,-0.17,-61.71,-24.29,161.01
1075,-0.22,0.5,-0.17,-54.44,-21.12,157.47
1083,-0.2,0.49,-0.19,-40.71,-8.73,153.75
1091,-0.16,0.49,-0.18,-34.85,-2.26,152.71
1099,-0.06,0.47,-0.2,-24.29,6.23,148.44
1107,0.04,0.46,-0.21,-16.3,15.99,135.99
1115,0.08,0.47,-0.2,-12.94,18.25,127.69
1123,0.1,0.49,-0.21,-6.65,15.75,111.02
1131,0.09,0.49,-0.23,-4.09,15.44,103.21
1139,0.08,0.51,-0.22,-0.18,16.17,90.94
1147,0.09,0.51,-0.2,1.83,16.78,86.0
1155,0.14,0.5,-0.16,7.14,19.53,75.74
1163,0.16,0.49,-0.14,15.93,16.78,64.82
1171,0.18,0.46,-0.13,20.45,15.81,59.69
1179,0.21,0.47,-0.08,29.6,16.24,49.74
1187,0.25,0.43,-0.06,35.95,17.64,44.92
1195,0.31,0.4,-0.05,48.46,21.0,32.35
1203,0.35,0.36,-0.04,63.48,27.53,16.54
1211,0.35,0.35,-0.04,71.66,29.72,9.09
1219,0.35,0.34,-0.08,86.61,31.98,-3.48
1227,0.34,0.34,-0.1,92.47,31.86,-10.07
1235,0.33,0.33,-0.12,100.16,28.02,-23.56
1243,0.32,0.33,-0.13,102.23,23.13,-30.88
1251,0.3,0.31,-0.09,106.51,10.13,-46.14
1259,0.28,0.29,-0.02,112.0,-13.67,-63.9
1267,0.27,0.29,-0.0,115.3,-30.27,-73.79
1275,0.21,0.28,-0.0,127.32,-60.12,-93.32
1283,0.19,0.26,-0.02,135.99,-70.62,-101.81
1291,0.16,0.23,-0.12,154.24,-82.15,-117.07
1299,0.12,0.21,-0.19,163.15,-81.85,-124.15
1307,0.03,0.17,-0.29,177.61,-70.98,-136.54
1315,-0.08,0.17,-0.36,186.77,-56.76,-144.96
1323,-0.14,0.17,-0.39,189.88,-49.74,-146.67
1331,-0.21,0.16,-0.42,194.64,-39.18,-146.42
1339,-0.24,0.17,-0.43,195.56,-36.93,-144.9
1347,-0.27,0.16,-0.42,197.08,-33.33,-139.04
1355,-0.23,0.11,-0.4,201.78,-27.95,-132.81
1363,-0.2,0.05,-0.37,205.75,-24.72,-131.71
1371,-0.1,-0.03,-0.34,219.06,-19.23,-134.89
1379,-0.06,-0.08,-0.34,228.15,-16.72,-139.53
1387,0.06,-0.19,-0.4,249.82,-10.56,-153.32
1395,0.09,-0.25,-0.44,260.5,-6.16,-162.17
1403,0.08,-0.36,-0.53,279.6,7.45,-181.15
1411,-0.06,-0.39,-0.63,294.25,15.38,-196.72
1419,-0.17,-0.38,-0.7,299.68,18.68,-200.81
1427,-0.41,-0.32,-0.86,301.82,23.25,-199.28
1435,-0.51,-0.33,-0.88,297.24,23.07,-192.2
1443,-0.6,-0.34,-0.9,280.27,19.53,-171.51
1451,-0.63,-0.33,-0.94,262.21,9.77,-151.31
1459,-0.63,-0.35,-0.95,253.72,3.6,-141.78
1467,-0.55,-0.41,-0.95,236.27,-9.64,-123.17
1475,-0.49,-0.46,-0.95,228.88,-20.02,-116.33
1483,-0.43,-0.6,-0.97,219.42,-46.39,-114.07
1491,-0.41,-0.64,-0.99,216.92,-60.67,-118.71
1499,-0.44,-0.65,-1.09,213.62,-87.46,-132.26
1507,-0.56,-0.64,-1.26,206.97,-108.28,-145.2
1515,-0.65,-0.61,-1.31,200.2,-112.12,-149.84
1523,-0.86,-0.54,-1.41,183.29,-103.52,-147.89
1531,-0.94,-0.52,-1.42,174.87,-90.7,-139.83
1539,-1.0,-0.52,-1.38,162.35,-55.18,-114.14
1547,-0.97,-0.56,-1.36,160.89,-16.36,-86.61
1555,-0.95,-0.58,-1.38,162.84,-2.81,-75.62
1563,-0.91,-0.64,-1.45,164.98,10.5,-60.55
1571,-0.89,-0.64,-1.51,162.54,12.63,-55.54
1579,-0.84,-0.6,-1.61,149.54,15.08,-47.91
1587,-0.82,-0.58,-1.63,139.95,17.21,-44.86
1595,-0.77,-0.55,-1.61,118.77,22.4,-38.51
1603,-0.71,-0.55,-1.55,100.59,28.32,-31.92
1611,-0.68,-0.56,-1.54,93.44,31.25,-28.81
1619,-0.65,-0.57,-1.5,82.76,38.76,-23.99
1627,-0.64,-0.59,-1.48,78.98,41.93,-22.77
1635,-0.63,-0.61,-1.46,72.2,40.77,-22.77
1643,-0.64,-0.6,-1.47,68.91,38.82,-24.05
1651,-0.66,-0.6,-1.49,60.0,32.96,-26.49
1659,-0.69,-0.57,-1.49,48.77,29.17,-26.79
1667,-0.68,-0.56,-1.48,42.91,28.93,-26.0
1675,-0.66,-0.54,-1.44,32.17,28.63,-23.25
1683,-0.65,-0.55,-1.41,27.04,29.17,-22.09
1691,-0.61,-0.55,-1.35,17.52,30.4,-20.26
1699,-0.58,-0.55,-1.28,9.89,27.59,-19.41
1707,-0.57,-0.55,-1.26,6.77,26.18,-19.41
1715,-0.56,-0.55,-1.22,1.46,21.91,-19.17
1723,-0.56,-0.54,-1.21,-1.16,18.92,-18.92
1731,-0.56,-0.54,-1.19,-7.02,13.67,-19.35
1739,-0.56,-0.54,-1.18,-10.13,11.41,-19.35
1747,-0.58,-0.54,-1.12,-16.24,6.71,-18.49
1755,-0.59,-0.51,-1.07,-20.26,4.03,-14.77
1763,-0.59,-0.49,-1.05,-21.61,4.03,-11.47
1771,-0.58,-0.47,-1.02,-24.05,6.41,-2.99
1779,-0.56,-0.47,-1.0,-25.45,7.39,1.53
1787,-0.51,-0.49,-0.96,-28.26,9.16,9.83
1795,-0.46,-0.5,-0.93,-30.03,11.23,15.81
1803,-0.44,-0.52,-0.92,-30.7,12.27,17.7
