time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.63,0.39,-0.86,-4.7,-16.42,11.9
11,-0.46,0.45,-0.74,-3.42,-30.03,23.07
19,-0.47,0.44,-0.74,-1.1,-33.33,23.25
27,-0.47,0.45,-0.7,3.11,-42.66,23.13
35,-0.45,0.46,-0.7,5.43,-48.1,23.13
43,-0.46,0.47,-0.75,9.28,-53.89,21.91
51,-0.49,0.48,-0.81,10.56,-44.8,22.95
59,-0.5,0.48,-0.83,10.13,-36.68,24.78
67,-0.54,0.47,-0.83,8.18,-17.76,30.21
75,-0.56,0.45,-0.82,7.63,-9.58,33.26
83,-0.61,0.42,-0.77,7.2,-0.31,40.1
91,-0.63,0.41,-0.75,7.93,-1.1,43.82
99,-0.64,0.42,-0.73,9.16,-7.39,51.03
107,-0.62,0.44,-0.75,9.58,-14.83,58.11
115,-0.58,0.44,-0.77,9.03,-16.17,61.65
123,-0.52,0.45,-0.79,5.55,-15.81,66.35
131,-0.51,0.43,-0.77,3.42,-13.55,68.54
139,-0.51,0.41,-0.68,1.34,-9.03,71.9
147,-0.53,0.4,-0.63,2.2,-9.34,73.55
155,-0.54,0.37,-0.58,7.45,-13.31,78.74
163,-0.49,0.35,-0.51,15.56,-15.44,84.53
171,-0.46,0.36,-0.5,20.32,-17.33,87.1
179,-0.39,0.35,-0.51,30.09,-20.87,90.64
187,-0.36,0.36,-0.52,34.48,-21.18,91.74
195,-0.34,0.34,-0.54,42.6,-19.9,93.99
203,-0.27,0.36,-0.54,51.15,-17.82,95.7
211,-0.24,0.36,-0.55,56.03,-17.03,95.28
219,-0.17,0.34,-0.59,64.94,-14.89,91.0
227,-0.14,0.34,-0.59,68.66,-13.43,88.07
235,-0.09,0.33,-0.63,76.6,-10.99,81.42
243,-0.09,0.32,-0.65,80.08,-8.79,78.12
251,-0.07,0.3,-0.67,85.88,-4.03,72.14
259,-0.0,0.27,-0.66,92.71,-1.16,67.14
267,0.01,0.26,-0.63,96.25,-1.59,63.42
275,0.04,0.2,-0.59,105.16,-11.47,54.81
283,0.07,0.2,-0.57,111.57,-19.59,50.17
291,0.12,0.2,-0.6,125.92,-34.67,38.09
299,0.14,0.22,-0.8,137.27,-37.35,26.18
307,0.12,0.22,-0.91,139.83,-27.53,21.73
315,0.05,0.16,-1.0,138.67,6.29,17.33
323,0.04,0.16,-1.0,137.94,25.33,16.6
331,0.05,0.12,-0.99,138.24,40.65,13.49
339,0.08,0.1,-0.97,138.55,40.1,10.5
347,0.15,0.11,-0.95,140.99,22.16,-0.18
355,0.17,0.09,-1.0,142.82,-0.31,-15.26
363,0.17,0.08,-1.02,143.07,-8.79,-22.58
371,0.14,0.04,-1.07,143.37,-18.49,-35.95
379,0.11,0.03,-1.13,143.49,-17.03,-40.65
387,0.07,0.04,-1.26,140.01,3.42,-45.78
395,0.06,0.02,-1.27,131.77,32.35,-47.67
403,0.06,0.01,-1.24,128.3,40.59,-49.62
411,0.09,-0.03,-1.23,122.01,37.41,-56.58
419,0.11,-0.03,-1.23,118.65,32.53,-61.28
427,0.12,-0.07,-1.24,111.57,23.56,-71.35
435,0.12,-0.09,-1.21,107.79,20.63,-76.17
443,0.1,-0.13,-1.15,103.7,13.73,-84.9
451,0.1,-0.17,-1.15,102.17,14.77,-90.33
459,0.12,-0.16,-1.14,101.38,20.87,-92.77
467,0.17,-0.15,-1.16,100.28,32.41,-99.37
475,0.17,-0.15,-1.21,98.88,38.45,-103.45
483,0.18,-0.17,-1.28,93.02,52.8,-111.82
491,0.17,-0.19,-1.28,89.54,57.62,-116.39
499,0.17,-0.22,-1.28,82.34,57.25,-127.01
507,0.2,-0.25,-1.32,75.68,53.16,-137.08
515,0.25,-0.25,-1.33,71.78,54.08,-142.33
523,0.28,-0.27,-1.33,62.81,59.94,-155.46
531,0.25,-0.29,-1.32,58.65,64.03,-161.99
539,0.19,-0.33,-1.32,52.12,74.16,-172.0
547,0.15,-0.33,-1.36,46.14,79.77,-179.26
555,0.12,-0.33,-1.41,42.11,81.42,-182.13
563,0.09,-0.32,-1.46,31.13,96.5,-184.02
571,0.11,-0.33,-1.45,24.72,104.31,-184.69
579,0.11,-0.29,-1.5,12.33,102.42,-190.55
587,0.05,-0.31,-1.56,5.19,105.47,-193.42
595,-0.06,-0.31,-1.62,-13.06,119.38,-189.82
603,-0.13,-0.28,-1.63,-32.65,124.88,-181.88
611,-0.17,-0.27,-1.62,-42.85,121.83,-177.25
619,-0.19,-0.27,-1.57,-61.28,104.25,-166.38
627,-0.16,-0.26,-1.55,-68.91,94.79,-161.01
635,-0.14,-0.26,-1.53,-83.86,80.51,-152.22
643,-0.18,-0.25,-1.49,-98.51,75.5,-144.1
