time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.18,-0.16,-1.04,17.09,19.04,-2.5
11,-0.15,-0.1,-0.97,16.48,24.35,-0.98
19,-0.24,-0.14,-1.01,20.57,13.92,1.53
27,-0.22,-0.16,-0.98,21.06,14.89,3.85
35,-0.22,-0.11,-1.03,21.61,8.97,8.36
43,-0.23,-0.13,-1.05,20.69,9.03,10.68
51,-0.21,-0.16,-1.07,18.92,6.59,14.83
59,-0.18,-0.17,-1.08,15.56,0.79,15.38
67,-0.18,-0.17,-1.1,14.89,-1.34,14.59
75,-0.17,-0.17,-1.12,14.34,-2.56,12.21
83,-0.18,-0.17,-1.13,14.59,-2.01,11.47
91,-0.23,-0.17,-1.17,15.87,1.65,11.23
99,-0.29,-0.15,-1.2,16.78,6.65,14.47
107,-0.31,-0.15,-1.23,17.33,9.34,17.46
115,-0.31,-0.14,-1.27,16.36,13.43,22.77
123,-0.3,-0.14,-1.29,14.04,15.2,24.23
131,-0.27,-0.14,-1.3,7.81,16.85,24.72
139,-0.26,-0.13,-1.29,5.07,15.87,24.11
147,-0.24,-0.15,-1.29,-0.55,11.29,21.18
155,-0.24,-0.14,-1.27,-6.77,7.75,17.15
163,-0.24,-0.15,-1.26,-9.03,4.82,15.87
171,-0.26,-0.15,-1.25,-11.84,1.65,14.77
179,-0.27,-0.15,-1.25,-12.82,1.1,15.44
187,-0.29,-0.15,-1.24,-13.43,0.0,18.55
195,-0.29,-0.15,-1.24,-13.67,-2.01,20.69
203,-0.28,-0.15,-1.26,-14.34,-6.1,23.93
211,-0.26,-0.16,-1.28,-16.66,-7.14,25.94
219,-0.25,-0.16,-1.28,-18.43,-6.71,26.49
227,-0.24,-0.16,-1.28,-21.85,-5.98,26.67
235,-0.24,-0.16,-1.29,-23.5,-5.49,26.73
243,-0.23,-0.16,-1.3,-26.43,-1.53,27.1
251,-0.2,-0.16,-1.29,-29.3,3.36,27.22
259,-0.2,-0.15,-1.29,-30.94,5.19,26.67
267,-0.19,-0.16,-1.27,-33.94,7.87,25.39
275,-0.2,-0.15,-1.25,-35.03,8.3,24.96
283,-0.19,-0.14,-1.24,-37.84,5.8,24.41
291,-0.19,-0.13,-1.24,-39.06,3.85,24.48
299,-0.19,-0.13,-1.25,-42.24,-0.24,24.66
307,-0.18,-0.13,-1.24,-45.65,-2.01,24.96
315,-0.18,-0.13,-1.23,-47.18,-2.56,25.09
323,-0.16,-0.13,-1.23,-49.26,-3.48,24.96
331,-0.15,-0.13,-1.22,-50.96,-3.3,24.96
339,-0.15,-0.14,-1.19,-53.22,-2.81,24.29
347,-0.14,-0.14,-1.17,-52.86,-2.69,24.23
355,-0.13,-0.14,-1.16,-52.98,-1.77,24.35
363,-0.12,-0.13,-1.14,-53.41,-0.55,24.29
371,-0.12,-0.12,-1.13,-54.02,-0.73,24.23
379,-0.11,-0.11,-1.11,-55.6,-1.95,24.23
387,-0.11,-0.11,-1.09,-56.21,-3.6,23.86
395,-0.1,-0.09,-1.07,-57.8,-7.45,23.13
