time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.32,-0.0,-1.1,1.77,5.31,-3.66
11,-0.28,0.0,-0.79,-0.12,13.37,-4.15
19,-0.34,-0.02,-0.95,5.19,-1.04,-8.0
27,-0.36,0.01,-0.92,6.71,3.72,-7.69
35,-0.36,0.01,-0.94,8.79,1.4,-6.9
43,-0.38,0.01,-0.97,9.77,1.83,-4.09
51,-0.39,0.01,-0.99,9.83,2.99,-2.99
59,-0.43,0.03,-1.01,10.62,4.76,-0.49
67,-0.45,0.04,-1.04,10.68,5.49,0.67
75,-0.5,0.07,-1.09,9.83,5.8,2.69
83,-0.56,0.11,-1.15,7.26,6.59,5.07
91,-0.58,0.12,-1.17,5.55,7.26,6.9
99,-0.63,0.15,-1.23,2.32,6.96,10.07
107,-0.65,0.16,-1.25,0.67,6.96,11.17
115,-0.69,0.2,-1.28,-2.99,6.84,14.1
123,-0.72,0.22,-1.3,-5.92,6.16,18.62
131,-0.73,0.22,-1.31,-7.14,5.13,20.87
139,-0.74,0.24,-1.34,-9.7,2.44,24.72
147,-0.74,0.25,-1.35,-10.86,0.92,26.37
155,-0.76,0.25,-1.38,-13.31,-2.08,28.75
163,-0.76,0.25,-1.39,-15.01,-3.17,29.66
171,-0.77,0.25,-1.4,-20.2,-5.86,32.17
179,-0.78,0.23,-1.39,-24.84,-5.98,36.19
187,-0.78,0.22,-1.38,-26.25,-5.62,38.64
195,-0.76,0.21,-1.36,-27.95,-4.46,44.43
203,-0.75,0.2,-1.35,-28.75,-3.66,47.67
211,-0.71,0.18,-1.33,-31.13,-2.01,53.34
219,-0.7,0.17,-1.32,-31.92,-1.46,55.91
227,-0.66,0.17,-1.31,-33.08,-1.53,59.69
235,-0.63,0.16,-1.33,-34.48,-3.05,61.22
243,-0.61,0.16,-1.33,-36.07,-3.6,61.22
251,-0.6,0.16,-1.33,-40.04,-3.97,62.01
259,-0.59,0.16,-1.32,-41.99,-4.21,62.62
267,-0.57,0.15,-1.29,-45.78,-7.26,64.39
275,-0.56,0.15,-1.28,-48.83,-13.0,65.25
283,-0.55,0.15,-1.28,-50.29,-15.99,65.55
291,-0.54,0.14,-1.29,-53.47,-19.04,66.41
299,-0.53,0.14,-1.29,-55.18,-18.43,67.5
307,-0.5,0.11,-1.26,-58.47,-13.06,70.13
315,-0.49,0.09,-1.23,-59.88,-9.46,71.66
323,-0.44,0.07,-1.15,-61.04,-4.76,74.34
331,-0.39,0.04,-1.09,-60.36,-3.05,76.6
339,-0.36,0.03,-1.06,-59.94,-2.75,76.97
347,-0.3,0.02,-1.02,-59.81,-4.21,76.66
355,-0.27,0.01,-1.0,-59.94,-5.49,75.32
363,-0.24,-0.0,-0.95,-60.24,-8.12,71.59
371,-0.21,-0.0,-0.9,-59.2,-8.0,67.87
379,-0.21,-0.0,-0.88,-58.41,-8.0,66.28
387,-0.19,0.0,-0.82,-56.52,-8.42,63.78
395,-0.17,0.0,-0.8,-55.18,-9.52,62.38
403,-0.15,0.01,-0.76,-52.86,-12.27,59.51
411,-0.14,0.01,-0.75,-51.39,-13.37,57.74
419,-0.13,0.03,-0.73,-48.77,-14.34,53.34
427,-0.13,0.04,-0.72,-46.75,-13.61,49.87
435,-0.13,0.05,-0.71,-46.08,-12.02,48.58
443,-0.13,0.07,-0.69,-44.56,-6.47,47.67
451,-0.13,0.08,-0.67,-43.82,-4.64,48.34
459,-0.12,0.07,-0.64,-42.05,-3.97,49.68
467,-0.1,0.1,-0.64,-40.77,-4.94,48.52
475,-0.1,0.11,-0.65,-41.14,-6.04,48.34
483,-0.08,0.11,-0.65,-42.85,-8.79,47.24
491,-0.07,0.12,-0.64,-43.7,-9.46,46.14
499,-0.06,0.13,-0.62,-44.8,-11.23,43.4
507,-0.05,0.14,-0.62,-44.56,-12.08,41.5
515,-0.05,0.16,-0.61,-43.15,-10.93,38.09
523,-0.05,0.18,-0.58,-40.77,-7.93,35.1
531,-0.06,0.19,-0.58,-39.43,-6.47,33.45
