time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.37,0.4,-0.57,-3.85,17.21,-1.16
11,-0.31,0.4,-0.46,-4.33,11.9,-5.74
19,-0.34,0.41,-0.48,-3.91,6.9,-9.64
27,-0.34,0.37,-0.48,-6.84,-2.01,-16.11
35,-0.36,0.37,-0.48,-8.3,-3.85,-18.55
43,-0.39,0.37,-0.46,-8.91,-0.37,-22.09
51,-0.4,0.37,-0.44,-7.69,2.81,-22.64
59,-0.4,0.37,-0.39,-3.17,10.44,-22.34
67,-0.39,0.38,-0.38,3.11,15.69,-21.42
75,-0.38,0.36,-0.39,5.74,15.69,-21.06
83,-0.36,0.33,-0.42,8.42,14.34,-20.81
91,-0.34,0.31,-0.43,7.63,12.45,-21.3
99,-0.3,0.28,-0.43,4.09,5.49,-24.17
107,-0.29,0.25,-0.42,0.67,-3.91,-29.17
115,-0.29,0.24,-0.41,0.0,-6.1,-31.86
123,-0.27,0.23,-0.4,1.16,-7.02,-37.66
131,-0.27,0.21,-0.4,2.5,-5.74,-40.89
139,-0.28,0.21,-0.39,5.62,1.34,-48.16
147,-0.3,0.22,-0.38,7.69,5.62,-51.7
155,-0.34,0.24,-0.35,11.96,12.02,-57.07
163,-0.39,0.26,-0.33,17.09,15.81,-59.69
171,-0.41,0.26,-0.32,19.53,15.5,-60.18
179,-0.44,0.27,-0.33,22.16,10.86,-60.73
187,-0.46,0.27,-0.34,22.34,6.96,-61.16
195,-0.5,0.28,-0.35,21.73,-2.08,-62.62
203,-0.54,0.27,-0.34,21.24,-5.07,-63.66
211,-0.56,0.26,-0.34,21.85,-4.46,-64.09
219,-0.59,0.25,-0.33,24.54,0.85,-64.64
227,-0.6,0.25,-0.32,26.79,4.39,-64.88
235,-0.62,0.25,-0.32,32.96,13.0,-65.06
243,-0.63,0.25,-0.32,35.77,16.6,-64.27
251,-0.61,0.25,-0.31,40.53,20.14,-61.77
259,-0.59,0.23,-0.31,44.62,16.54,-61.16
267,-0.58,0.22,-0.33,46.2,12.21,-61.58
275,-0.6,0.22,-0.35,47.79,1.53,-63.84
283,-0.62,0.22,-0.36,48.22,-3.42,-65.43
291,-0.7,0.2,-0.4,48.77,-16.97,-69.03
299,-0.8,0.2,-0.45,47.73,-29.24,-71.17
307,-0.85,0.21,-0.48,47.67,-31.68,-70.8
315,-0.92,0.24,-0.49,48.95,-27.89,-66.28
323,-0.94,0.24,-0.47,51.03,-22.71,-62.56
331,-0.96,0.24,-0.46,58.11,-11.47,-53.89
339,-0.96,0.25,-0.47,61.95,-7.39,-49.74
347,-0.96,0.25,-0.5,67.26,-6.53,-42.24
355,-0.97,0.22,-0.54,67.93,-14.4,-37.48
363,-0.99,0.22,-0.56,67.5,-21.55,-36.38
371,-1.06,0.22,-0.62,66.04,-38.21,-34.97
