time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,0.17,0.52,-0.47,17.82,5.68,-8.42
11,0.26,0.49,-0.42,20.08,6.23,-7.81
19,0.26,0.51,-0.5,23.44,-0.98,-9.03
27,0.28,0.47,-0.47,27.83,1.83,-13.73
35,0.28,0.49,-0.48,29.6,1.65,-15.2
43,0.26,0.47,-0.46,34.18,2.75,-17.27
51,0.25,0.45,-0.46,37.41,2.5,-17.82
59,0.23,0.43,-0.47,43.09,-2.38,-18.25
67,0.23,0.39,-0.51,46.63,-8.3,-17.46
75,0.24,0.36,-0.53,47.61,-9.52,-17.03
83,0.26,0.33,-0.53,48.95,-11.17,-16.78
91,0.29,0.31,-0.53,49.32,-11.54,-16.72
99,0.34,0.27,-0.51,49.74,-10.8,-16.78
107,0.38,0.25,-0.5,49.99,-8.61,-17.76
115,0.44,0.22,-0.45,52.86,-6.04,-22.77
123,0.45,0.23,-0.44,59.08,-5.98,-30.46
131,0.43,0.23,-0.46,62.68,-5.19,-33.81
139,0.38,0.23,-0.49,69.52,-0.98,-36.99
147,0.37,0.24,-0.51,73.43,3.36,-37.35
155,0.36,0.23,-0.57,81.05,7.69,-40.34
163,0.36,0.25,-0.64,85.82,7.32,-45.59
171,0.36,0.24,-0.67,87.28,7.26,-48.46
179,0.35,0.23,-0.72,90.03,6.35,-55.48
187,0.33,0.24,-0.76,91.43,4.58,-59.08
195,0.31,0.24,-0.84,92.41,3.23,-65.25
203,0.28,0.24,-0.85,91.98,5.62,-67.63
211,0.23,0.25,-0.87,92.65,9.22,-71.04
219,0.21,0.28,-0.88,95.83,12.7,-73.61
227,0.21,0.3,-0.9,98.33,15.14,-75.44
235,0.17,0.34,-0.99,103.94,18.13,-81.12
243,0.15,0.37,-1.06,105.71,19.35,-83.56
251,0.08,0.41,-1.19,106.32,26.79,-87.4
259,-0.01,0.43,-1.29,103.45,35.16,-88.62
267,-0.07,0.44,-1.32,100.89,38.27,-87.71
275,-0.16,0.43,-1.33,94.54,44.98,-83.37
283,-0.21,0.44,-1.31,91.31,49.19,-79.96
291,-0.28,0.49,-1.25,86.98,55.54,-73.18
299,-0.32,0.51,-1.25,86.61,55.97,-70.68
307,-0.38,0.53,-1.28,86.98,54.75,-68.79
315,-0.46,0.57,-1.32,85.08,45.53,-68.73
323,-0.5,0.59,-1.35,83.13,39.49,-68.3
331,-0.59,0.64,-1.4,77.82,28.26,-64.51
339,-0.63,0.65,-1.42,74.4,23.99,-60.85
347,-0.69,0.67,-1.42,66.89,20.57,-48.1
355,-0.71,0.66,-1.42,61.65,22.71,-31.31
363,-0.7,0.64,-1.42,59.75,26.0,-22.58
371,-0.66,0.65,-1.43,54.99,29.36,-6.59
379,-0.64,0.65,-1.43,52.19,29.11,-0.55
387,-0.59,0.62,-1.43,44.8,28.02,8.42
395,-0.59,0.6,-1.41,40.65,26.49,11.41
403,-0.58,0.6,-1.34,33.63,19.84,16.3
411,-0.58,0.57,-1.3,28.56,6.35,19.71
419,-0.58,0.55,-1.29,26.06,-0.24,21.36
427,-0.6,0.54,-1.26,20.39,-10.86,24.72
435,-0.61,0.52,-1.24,17.82,-14.83,27.16
443,-0.65,0.5,-1.2,13.24,-22.28,35.03
451,-0.67,0.48,-1.18,11.35,-25.33,39.86
459,-0.66,0.44,-1.15,8.36,-28.44,51.94
467,-0.64,0.41,-1.11,6.84,-28.81,64.7
475,-0.63,0.38,-1.11,6.47,-29.36,71.84
483,-0.53,0.34,-1.1,4.82,-27.53,86.18
491,-0.48,0.33,-1.09,3.72,-25.45,91.74
499,-0.43,0.31,-1.06,1.59,-22.64,100.89
507,-0.34,0.28,-1.03,0.79,-25.57,107.97
