time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.18,0.18,-0.99,38.64,9.64,-2.81
11,-0.12,0.22,-0.96,41.56,36.44,-6.65
19,-0.11,0.2,-1.01,56.64,59.08,-9.52
27,-0.11,0.19,-1.04,64.88,81.48,-10.74
35,-0.09,0.21,-1.14,80.69,112.98,-12.21
43,-0.1,0.22,-1.21,85.08,121.4,-12.82
51,-0.07,0.2,-1.35,82.28,118.96,-16.11
59,-0.08,0.22,-1.48,63.6,79.47,-20.45
67,-0.07,0.25,-1.55,48.83,48.52,-22.22
75,-0.06,0.23,-1.65,16.05,-17.76,-25.76
83,-0.07,0.21,-1.69,0.49,-44.98,-27.53
91,-0.08,0.19,-1.75,-24.66,-77.7,-31.62
99,-0.09,0.18,-1.78,-33.39,-83.31,-34.24
107,-0.12,0.19,-1.81,-43.88,-68.3,-42.3
115,-0.18,0.22,-1.85,-50.11,-41.56,-52.12
123,-0.23,0.22,-1.86,-54.2,-28.75,-58.17
131,-0.37,0.26,-1.82,-65.55,-9.52,-68.18
139,-0.45,0.27,-1.79,-71.59,-3.23,-70.8
147,-0.62,0.3,-1.75,-81.73,-2.44,-69.52
155,-0.69,0.32,-1.73,-86.67,-4.88,-65.8
163,-0.82,0.36,-1.68,-98.39,-9.4,-51.76
171,-0.89,0.37,-1.57,-110.23,-11.66,-32.71
179,-0.89,0.37,-1.48,-115.42,-11.9,-23.38
187,-0.87,0.37,-1.31,-122.38,-13.43,-6.65
195,-0.84,0.36,-1.23,-123.78,-14.71,0.31
203,-0.78,0.35,-1.09,-125.12,-17.94,10.99
211,-0.72,0.31,-0.97,-125.61,-24.17,14.95
219,-0.7,0.27,-0.89,-125.73,-29.24,14.65
227,-0.76,0.26,-0.75,-121.46,-42.11,10.99
235,-0.82,0.28,-0.72,-116.33,-47.91,10.86
243,-0.95,0.3,-0.71,-104.43,-46.51,19.41
251,-0.98,0.3,-0.71,-98.94,-39.67,26.98
259,-0.99,0.28,-0.68,-90.88,-22.89,44.92
267,-0.93,0.24,-0.62,-87.22,-11.29,60.73
275,-0.89,0.22,-0.59,-86.12,-7.81,66.89
283,-0.77,0.18,-0.54,-84.78,-5.31,76.23
291,-0.71,0.16,-0.51,-84.29,-4.09,77.88
299,-0.61,0.14,-0.42,-83.01,-3.54,78.06
307,-0.53,0.13,-0.32,-79.16,-1.89,75.38
315,-0.49,0.16,-0.28,-76.05,-2.38,74.1
323,-0.46,0.19,-0.22,-69.34,-7.45,71.47
331,-0.43,0.21,-0.19,-65.55,-9.22,69.95
339,-0.41,0.23,-0.16,-58.78,-15.08,68.91
347,-0.39,0.23,-0.15,-55.48,-18.01,68.91
355,-0.35,0.24,-0.12,-49.32,-26.37,66.83
363,-0.31,0.25,-0.1,-43.03,-34.67,63.29
371,-0.3,0.25,-0.1,-39.25,-37.48,61.28
379,-0.26,0.28,-0.1,-30.58,-38.09,57.56
387,-0.24,0.28,-0.11,-25.88,-37.54,55.66
395,-0.21,0.31,-0.13,-16.17,-36.56,49.99
403,-0.21,0.33,-0.17,-8.18,-36.99,43.82
411,-0.22,0.33,-0.19,-5.07,-37.6,40.77
419,-0.22,0.35,-0.23,0.18,-37.11,35.77
427,-0.24,0.36,-0.25,2.44,-36.87,33.75
435,-0.27,0.38,-0.27,6.65,-33.14,32.23
443,-0.28,0.38,-0.27,9.16,-31.37,32.9
451,-0.27,0.4,-0.28,15.01,-29.3,35.16
459,-0.24,0.4,-0.31,20.08,-30.15,37.05
467,-0.22,0.39,-0.32,22.09,-31.37,37.23
475,-0.18,0.39,-0.34,24.9,-34.79,35.52
483,-0.17,0.39,-0.35,26.12,-37.11,33.75
491,-0.16,0.37,-0.37,28.63,-37.66,29.17
499,-0.15,0.39,-0.37,30.46,-38.09,27.34
507,-0.16,0.41,-0.4,34.97,-36.99,24.78
515,-0.15,0.42,-0.43,39.67,-29.72,23.68
523,-0.15,0.43,-0.45,41.69,-26.37,23.13
531,-0.16,0.42,-0.47,44.98,-20.39,21.91
539,-0.15,0.43,-0.46,46.33,-16.42,21.55
547,-0.15,0.41,-0.46,49.01,-13.98,21.61
555,-0.11,0.4,-0.48,52.37,-12.82,20.45
563,-0.1,0.39,-0.5,53.71,-13.85,19.23
571,-0.07,0.39,-0.54,54.44,-15.44,14.77
579,-0.07,0.38,-0.56,54.75,-16.6,11.78
587,-0.07,0.37,-0.58,54.26,-18.68,6.29
595,-0.07,0.38,-0.58,53.89,-19.04,3.72
603,-0.09,0.4,-0.62,54.5,-22.28,-0.43
611,-0.11,0.4,-0.64,53.89,-23.13,-3.3
619,-0.11,0.4,-0.65,53.71,-23.07,-4.15
